"","bene_count","bene_count_ge65","bene_count_ge65_suppress_flag","description_flag","drug_name","ge65_suppress_flag","generic_name","npi","nppes_provider_city","nppes_provider_first_name","nppes_provider_last_org_name","nppes_provider_state","specialty_desc","total_30_day_fill_count","total_30_day_fill_count_ge65","total_claim_count","total_claim_count_ge65","total_day_supply","total_day_supply_ge65","total_drug_cost","total_drug_cost_ge65"
"144",12,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1134476088,"ROANOKE","CARLA","HART-TYNER","VA","Nurse Practitioner",47,NA,47,NA,1286,NA,12069.87,NA
"145",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1205804416,"FRONT ROYAL","SARA","LOMBARDY","VA","Nurse Practitioner",17,17,17,17,390,390,230.63,230.63
"146",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1013993047,"ROANOKE","DEBORAH","MOWERY","VA","Physical Medicine and Rehabilitation",21,0,21,0,630,0,603.84,0
"147",17,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1043323058,"VIRGINIA BEACH","DAVID","LANGILLE","VA","Emergency Medicine",85.8,21.7,85,21,1751,565,30640.44,10469.58
"148",NA,0,"","T","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1487723011,"FISHERSVILLE","MARY","MCMASTERS","VA","Internal Medicine",13,0,13,0,372,0,4671.78,0
"149",13,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1548268196,"LEBANON","SAMUEL","MELTON","VA","Emergency Medicine",90,NA,90,NA,682,NA,4708.37,NA
"150",53,14,"","S","METHADONE HCL","","METHADONE HCL",1154571446,"SALEM","LAURA","DAVIS","VA","Physician Assistant",267.5,80,267,80,7742,2321,5267.01,1283.11
"151",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1770917791,"LOUISA","ELIZABETH","CROTTY","VA","Nurse Practitioner",20,NA,20,NA,600,NA,395.62,NA
"152",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1013174523,"NEWPORT NEWS","KINJAL","SOHAGIA","VA","Family Practice",12,NA,12,NA,336,NA,4503.17,NA
"153",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1689863615,"MARTINSVILLE","MARK","MAHONEY","VA","Family Practice",23,23,23,23,690,690,333.5,333.5
"154",NA,NA,"*","T","BUPRENORPHINE HCL","*","BUPRENORPHINE HCL",1851356075,"GLEN ALLEN","JOY","FARAH","VA","General Practice",17,NA,17,NA,388,NA,1029.48,NA
"155",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1538129754,"HILLSVILLE","DAVID","MCPHERSON","VA","Family Practice",18.1,NA,18,NA,440,NA,375.07,NA
"156",23,NA,"*","S","BUPRENORPHINE-NALOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1114115623,"MARION","NEAL","SANDERS","VA","Pediatric Medicine",76.1,NA,76,NA,848,NA,11182.72,NA
"157",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1326057597,"RICHMOND","PRAKASH","ETTIGI","VA","Psychiatry",14,0,14,0,361,0,5181.66,0
"158",19,NA,"*","S","METHADONE HCL","","METHADONE HCL",1467417469,"WINCHESTER","GEORGE","VAN OSTEN","VA","Interventional Pain Management",52,14,52,14,1393,402,707.57,220.53
"159",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1346309556,"KILMARNOCK","STEVEN","GLESSNER","VA","Internal Medicine",15,0,15,0,388,0,390.3,0
"160",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1750328548,"CHARLOTTESVILLE","ANDREA","TRIBASTONE","VA","Family Practice",17,17,15,15,504,504,318.89,318.89
"161",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1235422619,"RICHMOND","SCOTT","BERL","VA","Diagnostic Radiology",22,0,22,0,396,0,7496.38,0
"162",13,NA,"*","S","METHADONE HCL","","METHADONE HCL",1891743498,"ELKTON","JOHN","TIMMONS","VA","Family Practice",46.4,21,42,17,1283,555,895.01,234.94
"163",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1750365813,"ROANOKE","SOHEIR","BOSHRA","VA","Family Practice",13,13,13,13,130,130,124.18,124.18
"164",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1174557516,"RICHMOND","DOUGLAS","KLASSETT","VA","Family Practice",46,25,46,25,1323,700,1475.08,706.31
"165",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1194920140,"NORFOLK","DARSHANA","CHADDA","VA","Internal Medicine",26,0,26,0,780,0,619.91,0
"166",14,NA,"*","S","METHADONE HCL","","METHADONE HCL",1558331298,"SOUTH HILL","MANHAL","SALEEBY","VA","Pain Management",50,13,50,13,1485,375,1230.5,214.94
"167",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1285956417,"RESTON","LAURA","LARIOS","VA","Physician Assistant",11,NA,11,NA,330,NA,204.38,NA
"168",12,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1255691986,"RICHMOND","GREGORY","CONDIE","VA","Student in an Organized Health Care Education/Training Program",37.5,0,37,0,903,0,12066.85,0
"169",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1154588580,"ASHBURN","AMR","BEHIRI","VA","Internal Medicine",11,NA,11,NA,192,NA,128.51,NA
"170",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1952300121,"NORFOLK","MARIE","HOLLAND","VA","Neurology",11,0,11,0,330,0,418.43,0
"171",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1295947992,"CHRISTIANSBURG","HEATHER","BROOKS","VA","Hematology/Oncology",16,NA,16,NA,470,NA,273.99,NA
"172",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1659618049,"LEESBURG","REBEKAH","JORDAN","VA","Nurse Practitioner",15,NA,15,NA,199,NA,280.81,NA
"173",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1073778585,"BLACKSBURG","GAGANDEEP","SINGH","VA","Psychiatry",15.1,0,15,0,411,0,467.28,0
"174",NA,NA,"*","S","NALTREXONE HCL","*","NALTREXONE HCL",1780855114,"VIRGINIA BEACH","STEPHEN","CUNNINGHAM","VA","Psychiatry",16,NA,16,NA,480,NA,579.85,NA
"175",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1497726376,"COEBURN","THOMAS","RENFRO","VA","Internal Medicine",69.8,0,69,0,1615,0,14680.55,0
"176",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1770534422,"RICHMOND","MINH","TRAN","VA","Internal Medicine",11.1,0,11,0,334,0,299.85,0
"177",NA,0,"","S","PENTAZOCINE-NALOXONE HCL","","PENTAZOCINE HCL/NALOXONE HCL",1588677926,"BASTIAN","DONNA","CRUEY","VA","Nurse Practitioner",19,0,19,0,570,0,3226.09,0
"178",NA,NA,"*","T","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1518047067,"WINCHESTER","STEVEN","SUTTON","VA","General Practice",62.1,NA,58,NA,1720,NA,22622.52,NA
"179",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1235103714,"NORFOLK","ALAN","KUNKEL","VA","Family Practice",46.5,0,46,0,1395,0,2152.63,0
"180",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1306899851,"COLONIAL HEIGHTS","NICHOLAS","EMILIANI","VA","Psychiatry",34.5,0,33,0,1007,0,9994.52,0
"181",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1598757221,"FRONT ROYAL","GUNA","SUBEDI","VA","Internal Medicine",11,0,11,0,330,0,433.62,0
"182",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1558431452,"STAUNTON","STEPHANIE","PITSILOS","VA","Internal Medicine",36,NA,36,NA,1080,NA,1161.46,NA
"183",23,NA,"*","S","METHADONE HCL","","METHADONE HCL",1902179385,"ALEXANDRIA","EMILY","POWELL","VA","Physician Assistant",97,41,97,41,2810,1200,1820.62,613.72
"184",NA,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1053392399,"BLACKSBURG","ROBERT","YOUNG","VA","Obstetrics/Gynecology",24,NA,24,NA,614,NA,9199.09,NA
"185",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1619113693,"CHRISTIANSBURG","ELIZABETH","YAGER","VA","Psychiatry",29,NA,29,NA,515,NA,4727.04,NA
"186",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1548215874,"MECHANICSVILLE","HILLARY","HAWKINS","VA","Physical Medicine and Rehabilitation",47,19,47,19,1410,570,879.52,299.89
"187",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1619995438,"WAYNESBORO","KIMBERLY","CHEEK","VA","Internal Medicine",26,26,26,26,674,674,628.15,628.15
"188",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1588918825,"LEESBURG","NANCY","NICOLSON","VA","Nurse Practitioner",39,NA,39,NA,853,NA,455.85,NA
"189",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1881918373,"FAIRFAX","EMILY","LEISY","VA","Physician Assistant",37,0,37,0,1047,0,480.75,0
"190",33,NA,"*","S","METHADONE HCL","","METHADONE HCL",1114918752,"LYNCHBURG","DUANE","DIXON","VA","Pain Management",158,22,156,22,4407,505,2619.94,306.57
"191",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1417914789,"HARRISONBURG","CALVIN","FUNKHOUSER","VA","Physician Assistant",38,NA,38,NA,425,NA,335.97,NA
"192",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1851360010,"STEPHENS CITY","JOEL","GRANT","VA","Family Practice",24,11,24,11,711,330,697.35,229.35
"193",NA,NA,"#","S","BUPRENORPHINE HCL","#","BUPRENORPHINE HCL",1982670493,"DAYTON","RONALD","SCHUBERT","VA","Family Practice",18,NA,18,NA,510,NA,2042.98,NA
"194",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1366439721,"BLACKSBURG","SCOTT","BOERTH","VA","Internal Medicine",13,13,13,13,370,370,4001.83,4001.83
"195",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1285787572,"FALLS CHURCH","ROCHELLE","ROGART","VA","Internal Medicine",16,NA,16,NA,465,NA,1065.69,NA
"196",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1831160530,"BIG STONE GAP","CHRISTOPHER","BASHAM","VA","Family Practice",38,11,38,11,1140,330,761.94,148.9
"197",14,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1306899117,"MARION","ROBERT","EVANS","VA","Emergency Medicine",21,0,21,0,178,0,2358.01,0
"198",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1831307560,"CHARLOTTESVILLE","TIFFANI","DENNIS","VA","Internal Medicine",28,0,28,0,758,0,1008.53,0
"199",NA,NA,"*","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1467683300,"ABINGDON","SETH","THOMPSON","VA","Neuropsychiatry",46.7,12.7,46,12,1057,364,5966.91,2315.57
"200",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1326014853,"MANASSAS","JASDEEP","MIGLANI","VA","Psychiatry",59,0,59,0,1244,0,13273.82,0
"201",NA,NA,"#","S","SUBOXONE","#","BUPRENORPHINE HCL/NALOXONE HCL",1831154376,"ALEXANDRIA","GEBREHANA","ZEBRO","VA","Psychiatry",18,NA,18,NA,457,NA,4458.97,NA
"202",21,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1275746026,"CHARLOTTESVILLE","JUSTIN","FORD","VA","Anesthesiology",37,NA,37,NA,1017,NA,12076.59,NA
"203",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1871554907,"WYTHEVILLE","MARIA","ABELEDA","VA","Psychiatry",18,0,16,0,540,0,1102.51,0
"204",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1851700678,"ALEXANDRIA","HOA","HUYNH","VA","Nurse Practitioner",20,20,20,20,452,452,334.98,334.98
"205",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1437219292,"SCOTTSVILLE","RICHARD","JOYCE","VA","Family Practice",13,0,12,0,390,0,569.23,0
"206",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1326021486,"NARROWS","RUSSELL","MELTON","VA","Family Practice",14,NA,14,NA,420,NA,296.2,NA
"207",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1619113693,"CHRISTIANSBURG","ELIZABETH","YAGER","VA","Psychiatry",33,0,33,0,902,0,12401.92,0
"208",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1093719536,"MANASSAS","SASSAN","HASSASSIAN","VA","Interventional Pain Management",12,NA,12,NA,326,NA,2740.61,NA
"209",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1316107931,"ROANOKE","ROOPA","SETHI","VA","Psychiatry",21,0,21,0,630,0,864.42,0
"210",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1245312768,"GLOUCESTER","GEOFFREY","THOMAS","VA","Internal Medicine",27,NA,21,NA,810,NA,1082.93,NA
"211",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1306866702,"FISHERSVILLE","MATTHEW","HOGENMILLER","VA","Rheumatology",15,NA,15,NA,420,NA,7436.25,NA
"212",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1619081304,"RICHMOND","SALMAN","AKBAR","VA","Internal Medicine",44,24,44,24,1223,697,424.4,255.74
"213",14,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1295743433,"SALEM","MUKESH","PATEL","VA","Psychiatry",112,0,112,0,1917,0,19763.09,0
"214",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1477660314,"WHITE MARSH","CHRISTINE","CONLEY","VA","Family Practice",13,0,13,0,390,0,200.2,0
"215",NA,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1184809030,"MANASSAS","JERRY","LEE","VA","General Practice",21,0,21,0,563,0,8615,0
"216",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1205862869,"WINCHESTER","JOHN","CHOI","VA","Neurology",16,NA,16,NA,480,NA,228.04,NA
"217",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1205257961,"FAIRFAX","NORA","TOBIN","VA","Physician Assistant",13,13,13,13,390,390,216.13,216.13
"218",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1447248745,"ABINGDON","LARAMIE","TRIPLETT","VA","Family Practice",23,0,23,0,690,0,304.53,0
"219",NA,NA,"*","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1740269497,"VIRGINIA BEACH","WILLIAM","ALFORD","VA","Family Medicine",11,11,11,11,302,302,3272.11,3272.11
"220",NA,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1487878534,"RICHMOND","ELMER","NEIL","VA","Diagnostic Radiology",19,NA,19,NA,570,NA,9617.23,NA
"221",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1558331298,"SOUTH HILL","MANHAL","SALEEBY","VA","Pain Management",44,NA,44,NA,1269,NA,12875.25,NA
"222",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1609884311,"VIRGINIA BEACH","WILLIAM","CHARLTON","VA","Family Practice",13,0,13,0,390,0,128.51,0
"223",NA,0,"","S","RELISTOR","","METHYLNALTREXONE BROMIDE",1326205113,"WOODBRIDGE","BENJAMIN","YOUNG","VA","Gastroenterology",11,0,11,0,300,0,10412.78,0
"224",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1962689745,"CHARLOTTESVILLE","NICKIE","SPEARS","VA","Psychiatry",12,0,12,0,360,0,869.92,0
"225",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1992774749,"FRONT ROYAL","ROGER","WESTFALL","VA","Family Practice",15.1,0,15,0,365,0,994.66,0
"226",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1932119468,"WYTHEVILLE","MICHAEL","STOKER","VA","Family Practice",91,0,91,0,948,0,13310.07,0
"227",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1487627378,"DALEVILLE","GREGORY","STIDHAM","VA","Family Practice",14,NA,14,NA,420,NA,119.11,NA
"228",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1629132345,"LEXINGTON","AVTAR","MOORE","VA","Osteopathic Manipulative Medicine",13,0,13,0,390,0,277.03,0
"229",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1649348913,"CHARLOTTESVILLE","DANIEL","SAWYER","VA","Internal Medicine",12,12,12,12,353,353,300.85,300.85
"230",42,11,"","S","METHADONE HCL","","METHADONE HCL",1366865842,"PORTSMOUTH","KATIA","HALL","VA","Nurse Practitioner",129,35,127,33,3804,1023,4181.25,715.79
"231",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1578588976,"MIDLOTHIAN","WILLIAM","WATTERSON","VA","Internal Medicine",17,17,17,17,476,476,4736.53,4736.53
"232",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1205817780,"RICHLANDS","ANGELA","HARRISON","VA","Nurse Practitioner",23,0,23,0,512,0,399.69,0
"233",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1770581324,"SOUTH BOSTON","LEOVIGIL","PAMBID","VA","Internal Medicine",13,0,13,0,326,0,305.98,0
"234",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1841297678,"GRETNA","VIOLET","ESPOSITO","VA","Nurse Practitioner",29,0,29,0,814,0,9802.94,0
"235",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1205860533,"WILLIAMSBURG","TUSHAR","GAJJAR","VA","Pain Management",67,39,67,39,1945,1120,1573.2,844.91
"236",22,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1326299751,"ROANOKE","DANA","HURT","VA","Physician Assistant",46,NA,46,NA,1268,NA,17820.84,NA
"237",14,0,"","S","METHADONE HCL","","METHADONE HCL",1487743548,"RICHMOND","WALLY","SMITH","VA","Internal Medicine",110.3,0,110,0,3268,0,7753.05,0
"238",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1235142928,"MARION","DAYLE","ZANZINGER","VA","Nurse Practitioner",23,11,23,11,690,330,634.98,113.6
"239",100,21,"","S","METHADONE HCL","","METHADONE HCL",1427132695,"HAMPTON","WALTER","WALLINGFORD","VA","Rheumatology",948.9,182.4,947,182,25014,4779,28177.53,5434.93
"240",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1811928336,"RICHMOND","DANIEL","CARL","VA","Nephrology",12,0,12,0,360,0,96.89,0
"241",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1811904352,"RESTON","RUBEN","CINTRON","VA","Neurology",11,0,11,0,330,0,250.73,0
"242",16,NA,"*","S","METHADONE HCL","","METHADONE HCL",1922234699,"FISHERSVILLE","JARED","DAVIS","VA","Pain Management",34,14,34,14,1021,421,713.16,312.62
"243",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1285602862,"MARTINSVILLE","MYRON","ELLER","VA","Family Practice",48,15,48,15,1440,450,1465.97,151.8
"244",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1376697573,"CHRISTIANSBURG","ROBERT","DEAN","VA","Psychiatry",83,0,83,0,2330,0,32284.69,0
"245",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1487622320,"ABINGDON","CLINTON","SUTHERLAND","VA","Internal Medicine",19,19,18,18,570,570,525.54,525.54
"246",12,0,"","S","METHADONE HCL","","METHADONE HCL",1750631867,"RICHMOND","ZAKIYA","OWENS","VA","Physician Assistant",47.5,0,47,0,1371,0,1998.19,0
"247",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1568685485,"BLACKSBURG","CHRISTINE","JORDAN","VA","Internal Medicine",12,12,12,12,330,330,139.78,139.78
"248",NA,NA,"*","T","METHADONE HCL","","METHADONE HCL",1245658459,"CHARLOTTESVILLE","POOJA","MEHRA","VA","Student in an Organized Health Care Education/Training Program",11,11,11,11,330,330,208.56,208.56
"249",40,NA,"*","S","METHADONE HCL","","METHADONE HCL",1215991377,"PORTSMOUTH","GERRY","SMITH","VA","Physical Medicine and Rehabilitation",193,54,191,52,5735,1620,5335.31,1093.2
"250",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1174853576,"RICHMOND","AYNI","SHARIF","VA","Physician Assistant",14,0,14,0,392,0,4812.48,0
"251",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1245320894,"MIDLOTHIAN","LEANNE","YANNI","VA","Internal Medicine",20,0,20,0,336,0,587.98,0
"252",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1962571596,"CHARLOTTESVILLE","JOHN","LEINER","VA","Internal Medicine",31,13,31,13,918,378,771.13,340.66
"253",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1043282965,"ROANOKE","DON","BRADY","VA","Family Practice",17,0,17,0,510,0,385.03,0
"254",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1154389492,"DANVILLE","VICENTE","FALGUI","VA","Internal Medicine",65,65,65,65,711,711,618.15,618.15
"255",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1821074188,"FALLS CHURCH","HAROON","RASHID","VA","Cardiology",13,NA,13,NA,297,NA,271.72,NA
"256",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1427057686,"LEESBURG","MICHAEL","KUO","VA","Physical Medicine and Rehabilitation",20,0,20,0,600,0,381.3,0
"257",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1053636613,"BASSETT","TRACY","LANGE","VA","Nurse Practitioner",24,12,24,12,720,360,453.71,195.5
"258",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1407069008,"SALEM","ARVIN","BHANDARI","VA","Psychiatry",14,0,14,0,363,0,3334.76,0
"259",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1053424598,"WOODLAWN","MICHAEL","CULLER","VA","Physician Assistant",46,NA,46,NA,825,NA,598.84,NA
"260",30,17,"","S","METHADONE HCL","","METHADONE HCL",1720278500,"NEWPORT NEWS","JEREMY","HOFF","VA","Physical Medicine and Rehabilitation",122.3,69.3,118,65,2767,1760,1580.18,892.22
"261",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1912970328,"NORFOLK","IAN","CHEN","VA","Internal Medicine",23,0,23,0,399,0,813.84,0
"262",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1740538438,"CULPEPER","LEIGH","ISENHOWER","VA","Nurse Practitioner",12,0,12,0,360,0,514.42,0
"263",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1265579924,"WARRENTON","ROBERT","LIN","VA","Internal Medicine",12,0,12,0,360,0,222,0
"264",16,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1942281019,"ROANOKE","JITENDRA","DESAI","VA","Psychiatry",133,0,133,0,2975,0,26417.36,0
"265",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1053396390,"ROANOKE","WILLIAM","WHITNEY","VA","Family Practice",35.4,13,33,13,883,390,1683.42,1057.9
"266",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1750322004,"GLEN ALLEN","DOUGLAS","BROWN","VA","Family Practice",88,22,88,22,1523,304,23534.86,4972.61
"267",11,NA,"*","S","BUTRANS","","BUPRENORPHINE",1740286939,"SOUTH HILL","PEGGIE","POWELL","VA","Nurse Practitioner",49,26,49,26,1380,736,14278.07,8079.93
"268",21,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1437576204,"NEWPORT NEWS","GARLAND","GREENE","VA","Internal Medicine",77,NA,77,NA,2017,NA,2213.71,NA
"269",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1871569327,"BLACKSBURG","CIRCE","COOKE","VA","Psychiatry",55,0,55,0,392,0,5794.01,0
"270",11,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1669542833,"CHARLOTTESVILLE","JOEL","SCHECTMAN","VA","Internal Medicine",24,NA,24,NA,718,NA,590.35,NA
"271",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1073551610,"CHARLOTTESVILLE","KAREN","STARR","VA","Internal Medicine",30,0,30,0,839,0,1418.31,0
"272",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1225013592,"RICHMOND","KENNETH","STRINGER","VA","Internal Medicine",54,NA,40,NA,1579,NA,2121.03,NA
"273",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1972676260,"BURKE","NANCY","JOHNSON","VA","Nurse Practitioner",39,NA,39,NA,810,NA,1087.25,NA
"274",34,NA,"*","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1467683300,"ABINGDON","SETH","THOMPSON","VA","Neuropsychiatry",221.2,27,220,27,3661,624,52993.64,7073.31
"275",25,NA,"*","S","METHADONE HCL","","METHADONE HCL",1831423839,"STAFFORD","GALADRIEL","PASTOR","VA","Physician Assistant",142,14,142,14,4097,410,2955.52,253.59
"276",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1942363726,"CHARLOTTESVILLE","KENNETH","BALLEW","VA","Internal Medicine",24,NA,24,NA,720,NA,452.52,NA
"277",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1134158991,"RICH","SHRIDHAR","BHAT","VA","Nephrology",21,0,21,0,572,0,8162.45,0
"278",12,0,"","S","METHADONE HCL","","METHADONE HCL",1538129127,"STERLING","FELICIA","DONALD","VA","Obstetrics/Gynecology",21,0,21,0,606,0,372.31,0
"279",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1265478184,"GLEN ALLEN","YAOMING","GU","VA","Physical Medicine and Rehabilitation",15,0,15,0,435,0,180.48,0
"280",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1578500732,"MECHANICSVILLE","ALBERT","JONES","VA","Physical Medicine and Rehabilitation",51,NA,45,NA,1511,NA,737.46,NA
"281",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1740312230,"BLACKSBURG","GREGORY","BEATO","VA","Internal Medicine",35.8,35.8,34,34,970,970,12477.93,12477.93
"282",NA,NA,"*","T","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1316033350,"CHARLOTTESVILLE","ERIK","GUNDERSON","VA","Psychiatry & Neurology",41,41,41,41,708,708,2242.65,2242.65
"283",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1336179134,"CARROLLTON","LISA","KNUST","VA","Family Practice",15,NA,15,NA,450,NA,397.9,NA
"284",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1760528947,"ZION CROSSROADS","ANDREW","HAWKINS","VA","Family Practice",17,0,17,0,337,0,4699.04,0
"285",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1013174523,"NEWPORT NEWS","KINJAL","SOHAGIA","VA","Family Practice",30,NA,30,NA,795,NA,380.47,NA
"286",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1760552749,"STUARTS DRAFT","ALEXANDER","SALOMON","VA","Internal Medicine",36,NA,36,NA,1045,NA,871.33,NA
"287",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1033119078,"CHRISTIANSBURG","ARNEDA","LYONS","VA","Nurse Practitioner",16,NA,16,NA,421,NA,134.55,NA
